tag,ft,cohesion,frictionDeg,Gf,gfShearFactor,crushCap,tx100_peak_MPa,tx100_sigma_t_MPa,tx100_broken,tx100_shear_pct,tx100_diametral_pct,tx100_locked,tx100_rc,tx100_elapsed_s,tx20_peak_MPa,tx20_sigma_t_MPa,tx20_broken,tx20_shear_pct,tx20_diametral_pct,tx20_locked,tx20_rc,tx20_elapsed_s,tx50_peak_MPa,tx50_sigma_t_MPa,tx50_broken,tx50_shear_pct,tx50_diametral_pct,tx50_locked,tx50_rc,tx50_elapsed_s,tx75_peak_MPa,tx75_sigma_t_MPa,tx75_broken,tx75_shear_pct,tx75_diametral_pct,tx75_locked,tx75_rc,tx75_elapsed_s
CALT,25723232.00095819,12551078.321882043,47.21667795970392,33.12235485247961,1.812792242192816,896776784.0900046,1222.43,,313,84.984,,NOT locked,0,376.3,350.89,,854,65.2225,,NOT locked,0,1265.9,814.418,,559,78.8909,,NOT locked,0,784.0,1002.28,,476,80.4622,,NOT locked,0,679.0
