t,gripFz,sigma,sigmaPeak,nBroken
0.000267152,-3174.22,1.98389e+06,9.52828e+06,0
0.000267347,-3147.01,1.96688e+06,9.52828e+06,0
0.000267542,-3119.75,1.94985e+06,9.52828e+06,0
0.000267738,-3092.46,1.93279e+06,9.52828e+06,0
0.000267933,-3065.12,1.9157e+06,9.52828e+06,0
0.000268128,-3037.75,1.89859e+06,9.52828e+06,0
0.000268323,-3010.34,1.88146e+06,9.52828e+06,0
0.000268519,-2982.89,1.86431e+06,9.52828e+06,0
0.000268714,-2955.4,1.84713e+06,9.52828e+06,0
0.000268909,-2927.87,1.82992e+06,9.52828e+06,0
0.000269105,-2900.31,1.81269e+06,9.52828e+06,0
0.0002693,-2872.72,1.79545e+06,9.52828e+06,0
0.000269495,-2845.12,1.7782e+06,9.52828e+06,0
0.00026969,-2817.52,1.76095e+06,9.52828e+06,0
0.000269886,-2789.91,1.7437e+06,9.52828e+06,0
0.000270081,-2762.31,1.72644e+06,9.52828e+06,0
0.000270276,-2734.7,1.70918e+06,9.52828e+06,0
0.000270472,-2707.08,1.69192e+06,9.52828e+06,0
0.000270667,-2679.44,1.67465e+06,9.52828e+06,0
0.000270862,-2651.77,1.65736e+06,9.52828e+06,0
0.000271057,-2624.07,1.64005e+06,9.52828e+06,0
0.000271253,-2596.35,1.62272e+06,9.52828e+06,0
0.000271448,-2568.59,1.60537e+06,9.52828e+06,0
0.000271643,-2540.8,1.588e+06,9.52828e+06,0
0.000271839,-2512.98,1.57061e+06,9.52828e+06,0
0.000272034,-2485.12,1.5532e+06,9.52828e+06,0
0.000272229,-2457.22,1.53576e+06,9.52828e+06,0
0.000272424,-2429.28,1.5183e+06,9.52828e+06,0
0.00027262,-2401.31,1.50082e+06,9.52828e+06,0
0.000272815,-2373.28,1.4833e+06,9.52828e+06,0
0.00027301,-2345.21,1.46576e+06,9.52828e+06,0
0.000273206,-2317.09,1.44818e+06,9.52828e+06,0
0.000273401,-2288.93,1.43058e+06,9.52828e+06,0
0.000273596,-2260.72,1.41295e+06,9.52828e+06,0
0.000273791,-2232.48,1.3953e+06,9.52828e+06,0
0.000273987,-2204.21,1.37763e+06,9.52828e+06,0
0.000274182,-2175.92,1.35995e+06,9.52828e+06,0
0.000274377,-2147.61,1.34225e+06,9.52828e+06,0
0.000274573,-2119.28,1.32455e+06,9.52828e+06,0
0.000274768,-2090.93,1.30683e+06,9.52828e+06,0
0.000274963,-2062.58,1.28911e+06,9.52828e+06,0
0.000275158,-2034.22,1.27138e+06,9.52828e+06,0
0.000275354,-2005.84,1.25365e+06,9.52828e+06,0
0.000275549,-1977.46,1.23592e+06,9.52828e+06,0
0.000275744,-1949.08,1.21817e+06,9.52828e+06,0
0.00027594,-1920.68,1.20042e+06,9.52828e+06,0
0.000276135,-1892.26,1.18267e+06,9.52828e+06,0
0.00027633,-1863.83,1.16489e+06,9.52828e+06,0
0.000276525,-1835.37,1.14711e+06,9.52828e+06,0
0.000276721,-1806.88,1.1293e+06,9.52828e+06,0
0.000276916,-1778.35,1.11147e+06,9.52828e+06,0
0.000277111,-1749.77,1.09361e+06,9.52828e+06,0
0.000277307,-1721.15,1.07572e+06,9.52828e+06,0
0.000277502,-1692.47,1.0578e+06,9.52828e+06,0
0.000277697,-1663.74,1.03984e+06,9.52828e+06,0
0.000277892,-1634.95,1.02185e+06,9.52828e+06,0
0.000278088,-1606.11,1.00382e+06,9.52828e+06,0
0.000278283,-1577.2,985751,9.52828e+06,0
0.000278478,-1548.24,967648,9.52828e+06,0
0.000278674,-1519.22,949513,9.52828e+06,0
0.000278869,-1490.16,931350,9.52828e+06,0
0.000279064,-1461.06,913163,9.52828e+06,0
0.00027926,-1431.93,894957,9.52828e+06,0
0.000279455,-1402.78,876737,9.52828e+06,0
0.00027965,-1373.61,858506,9.52828e+06,0
0.000279845,-1344.42,840265,9.52828e+06,0
0.000280041,-1315.22,822015,9.52828e+06,0
0.000280236,-1286.01,803755,9.52828e+06,0
0.000280431,-1256.78,785490,9.52828e+06,0
0.000280627,-1227.57,767229,9.52828e+06,0
0.000280822,-1198.36,748974,9.52828e+06,0
0.000281017,-1169.16,730722,9.52828e+06,0
0.000281212,-1139.96,712476,9.52828e+06,0
0.000281408,-1110.77,694231,9.52828e+06,0
0.000281603,-1081.57,675984,9.52828e+06,0
0.000281798,-1052.36,657727,9.52828e+06,0
0.000281994,-1023.13,639457,9.52828e+06,0
0.000282189,-993.868,621168,9.52828e+06,0
0.000282384,-964.571,602857,9.52828e+06,0
0.000282579,-935.235,584522,9.52828e+06,0
0.000282775,-905.859,566162,9.52828e+06,0
0.00028297,-876.438,547774,9.52828e+06,0
0.000283165,-846.971,529357,9.52828e+06,0
0.000283361,-817.46,510913,9.52828e+06,0
0.000283556,-787.902,492439,9.52828e+06,0
0.000283751,-758.293,473933,9.52828e+06,0
0.000283946,-728.632,455395,9.52828e+06,0
0.000284142,-698.916,436823,9.52828e+06,0
0.000284337,-669.146,418216,9.52828e+06,0
0.000284532,-639.321,399575,9.52828e+06,0
0.000284728,-609.441,380901,9.52828e+06,0
0.000284923,-579.51,362193,9.52828e+06,0
0.000285118,-549.53,343456,9.52828e+06,0
0.000285313,-519.502,324689,9.52828e+06,0
0.000285509,-489.423,305889,9.52828e+06,2
0.000285704,-459.176,286985,9.52828e+06,20
0.000285899,-427.926,267454,9.52828e+06,52
0.000286095,-393.622,246014,9.52828e+06,106
0.00028629,-353.074,220671,9.52828e+06,152
0.000286485,-304.06,190038,9.52828e+06,188
0.00028668,-246.64,154150,9.52828e+06,200
0.000286876,-184.065,115041,9.52828e+06,200
0.000287071,-120.536,75334.9,9.52828e+06,200
0.000287266,-60.4637,37789.8,9.52828e+06,200
0.000287462,-7.37339,4608.37,9.52828e+06,200
0.000287657,35.3319,22082.5,9.52828e+06,200
0.000287852,63.8577,39911,9.52828e+06,200
0.000288047,76.1023,47563.9,9.52828e+06,200
0.000288243,70.7429,44214.3,9.52828e+06,200
0.000288438,49.4684,30917.8,9.52828e+06,200
0.000288633,14.0354,8772.1,9.52828e+06,200
0.000288829,-30.8095,19256,9.52828e+06,200
0.000289024,-80.5465,50341.6,9.52828e+06,200
0.000289219,-131.159,81974.4,9.52828e+06,200
0.000289414,-180.317,112698,9.52828e+06,200
0.00028961,-225.374,140859,9.52828e+06,200
0.000289805,-263.851,164907,9.52828e+06,200
0.00029,-293.892,183682,9.52828e+06,200
0.000290196,-314.513,196571,9.52828e+06,200
0.000290391,-325.377,203361,9.52828e+06,200
0.000290586,-326.405,204003,9.52828e+06,200
0.000290781,-317.792,198620,9.52828e+06,200
0.000290977,-299.97,187482,9.52828e+06,200
0.000291172,-273.239,170774,9.52828e+06,200
0.000291367,-238.116,148823,9.52828e+06,200
0.000291563,-196.081,122550,9.52828e+06,200
0.000291758,-149.738,93586,9.52828e+06,200
0.000291953,-101.454,63409,9.52828e+06,200
0.000292148,-54.0567,33785.5,9.52828e+06,200
0.000292344,-10.1757,6359.8,9.52828e+06,200
0.000292539,26.6647,16665.4,9.52828e+06,200
0.000292734,52.7939,32996.2,9.52828e+06,200
0.00029293,65.6553,41034.6,9.52828e+06,200
0.000293125,64.0655,40041,9.52828e+06,200
0.00029332,48.8481,30530.1,9.52828e+06,200
0.000293515,21.9752,13734.5,9.52828e+06,200
0.000293711,-12.9013,8063.3,9.52828e+06,200
0.000293906,-52.047,32529.4,9.52828e+06,200
0.000294101,-93.3004,58312.8,9.52828e+06,200
0.000294297,-134.61,84131.1,9.52828e+06,200
0.000294492,-173.275,108297,9.52828e+06,200
0.000294687,-206.878,129299,9.52828e+06,200
0.000294882,-233.992,146245,9.52828e+06,200
0.000295078,-253.631,158519,9.52828e+06,200
0.000295273,-265.382,165863,9.52828e+06,200
0.000295468,-269.433,168395,9.52828e+06,200
0.000295664,-265.895,166185,9.52828e+06,200
0.000295859,-254.569,159106,9.52828e+06,200
0.000296054,-235.332,147082,9.52828e+06,200
0.000296249,-208.754,130471,9.52828e+06,200
0.000296445,-176.151,110094,9.52828e+06,200
0.00029664,-139.369,87105.7,9.52828e+06,200
0.000296835,-100.184,62615,9.52828e+06,200
0.000297031,-60.8586,38036.6,9.52828e+06,200
0.000297226,-23.5952,14747,9.52828e+06,200
0.000297421,8.43014,5268.84,9.52828e+06,200
0.000297616,31.8234,19889.6,9.52828e+06,200
0.000297812,44.3223,27701.4,9.52828e+06,200
0.000298007,44.9477,28092.3,9.52828e+06,200
0.000298202,34.4676,21542.2,9.52828e+06,200
0.000298398,14.7748,9234.25,9.52828e+06,200
0.000298593,-11.3568,7098.01,9.52828e+06,200
0.000298788,-41.5038,25939.9,9.52828e+06,200
0.000298983,-74.0206,46262.9,9.52828e+06,200
0.000299179,-107.332,67082.7,9.52828e+06,200
0.000299374,-139.379,87112,9.52828e+06,200
0.000299569,-168.314,105196,9.52828e+06,200
0.000299765,-192.559,120349,9.52828e+06,200
0.00029996,-211.033,131896,9.52828e+06,200
0.000300155,-223.207,139504,9.52828e+06,200
0.00030035,-229.007,143129,9.52828e+06,200
0.000300546,-228.284,142677,9.52828e+06,200
0.000300741,-220.708,137942,9.52828e+06,200
0.000300936,-206.173,128858,9.52828e+06,200
0.000301132,-185.266,115792,9.52828e+06,200
0.000301327,-159.082,99426.5,9.52828e+06,200
0.000301522,-128.922,80576.3,9.52828e+06,200
0.000301717,-96.5324,60332.7,9.52828e+06,200
0.000301913,-63.8213,39888.3,9.52828e+06,200
0.000302108,-32.866,20541.2,9.52828e+06,200
0.000302303,-6.60438,4127.74,9.52828e+06,200
0.000302499,12.2511,7656.94,9.52828e+06,200
0.000302694,21.8931,13683.2,9.52828e+06,200
0.000302889,21.7352,13584.5,9.52828e+06,200
0.000303084,12.8529,8033.06,9.52828e+06,200
0.00030328,-2.5164,1572.75,9.52828e+06,200
0.000303475,-22.0633,13789.6,9.52828e+06,200
0.00030367,-44.3587,27724.2,9.52828e+06,200
0.000303866,-68.4021,42751.3,9.52828e+06,200
0.000304061,-93.4822,58426.4,9.52828e+06,200
0.000304256,-118.563,74101.6,9.52828e+06,200
0.000304451,-142.092,88807.2,9.52828e+06,200
0.000304647,-162.506,101566,9.52828e+06,200
0.000304842,-178.663,111664,9.52828e+06,200
0.000305037,-189.855,118660,9.52828e+06,200
0.000305233,-195.829,122393,9.52828e+06,200
0.000305428,-196.43,122769,9.52828e+06,200
0.000305623,-191.354,119596,9.52828e+06,200
0.000305818,-180.446,112779,9.52828e+06,200
0.000306014,-163.929,102456,9.52828e+06,200
0.000306209,-142.544,89089.9,9.52828e+06,200
0.000306404,-117.575,73484.6,9.52828e+06,200
0.0003066,-90.584,56615,9.52828e+06,200
0.000306795,-63.1588,39474.3,9.52828e+06,200
0.00030699,-37.4281,23392.6,9.52828e+06,200
0.000307185,-16.1262,10078.8,9.52828e+06,200
0.000307381,-1.6223,1013.94,9.52828e+06,200
0.000307576,4.63241,2895.26,9.52828e+06,200
0.000307771,2.44564,1528.52,9.52828e+06,200
0.000307967,-6.74487,4215.54,9.52828e+06,200
0.000308162,-20.6762,12922.6,9.52828e+06,200
0.000308357,-36.8841,23052.6,9.52828e+06,200
0.000308552,-53.8981,33686.3,9.52828e+06,200
0.000308748,-71.3642,44602.6,9.52828e+06,200
0.000308943,-89.2733,55795.8,9.52828e+06,200
0.000309138,-107.367,67104.5,9.52828e+06,200
0.000309334,-124.845,78028,9.52828e+06,200
0.000309529,-140.532,87832.3,9.52828e+06,200
0.000309724,-153.294,95808.9,9.52828e+06,200
0.000309919,-162.367,101480,9.52828e+06,200
0.000310115,-167.258,104536,9.52828e+06,200
0.00031031,-167.694,104809,9.52828e+06,200
0.000310505,-163.459,102162,9.52828e+06,200
0.000310701,-154.469,96543,9.52828e+06,200
0.000310896,-140.906,88066.1,9.52828e+06,200
0.000311091,-123.273,77045.6,9.52828e+06,200
0.000311286,-102.536,64084.7,9.52828e+06,200
0.000311482,-79.959,49974.4,9.52828e+06,200
0.000311677,-56.9524,35595.2,9.52828e+06,200
0.000311872,-35.5358,22209.9,9.52828e+06,200
0.000312068,-18.4342,11521.4,9.52828e+06,200
0.000312263,-7.9886,4992.88,9.52828e+06,200
0.000312458,-5.41122,3382.01,9.52828e+06,200
0.000312653,-10.3922,6495.1,9.52828e+06,200
0.000312849,-21.2214,13263.4,9.52828e+06,200
0.000313044,-35.4708,22169.2,9.52828e+06,200
0.000313239,-50.5386,31586.6,9.52828e+06,200
0.000313435,-64.8932,40558.3,9.52828e+06,200
0.00031363,-78.3983,48999,9.52828e+06,200
0.000313825,-91.2779,57048.7,9.52828e+06,200
0.00031402,-103.732,64832.6,9.52828e+06,200
0.000314216,-115.694,72308.9,9.52828e+06,200
0.000314411,-126.561,79100.9,9.52828e+06,200
0.000314606,-135.593,84745.5,9.52828e+06,200
0.000314802,-142.007,88754.1,9.52828e+06,200
0.000314997,-144.986,90616.1,9.52828e+06,200
0.000315192,-144.135,90084.6,9.52828e+06,200
0.000315387,-139.344,87090.2,9.52828e+06,200
0.000315583,-130.705,81690.5,9.52828e+06,200
0.000315778,-118.569,74105.9,9.52828e+06,200
0.000315973,-103.397,64623,9.52828e+06,200
0.000316169,-85.832,53645,9.52828e+06,200
0.000316364,-66.7442,41715.1,9.52828e+06,200
0.000316559,-47.2992,29562,9.52828e+06,200
0.000316754,-29.5522,18470.1,9.52828e+06,200
0.00031695,-16.3602,10225.1,9.52828e+06,200
0.000317145,-9.95391,6221.19,9.52828e+06,200
0.00031734,-11.0956,6934.73,9.52828e+06,200
0.000317536,-19.1101,11943.8,9.52828e+06,200
0.000317731,-32.0953,20059.6,9.52828e+06,200
0.000317926,-47.3802,29612.6,9.52828e+06,200
0.000318121,-62.3752,38984.5,9.52828e+06,200
0.000318317,-75.9167,47447.9,9.52828e+06,200
0.000318512,-87.7166,54822.9,9.52828e+06,200
0.000318707,-97.7655,61103.4,9.52828e+06,200
0.000318903,-106.338,66461,9.52828e+06,200
0.000319098,-113.858,71161.1,9.52828e+06,200
0.000319293,-120.406,75253.5,9.52828e+06,200
0.000319488,-125.747,78591.8,9.52828e+06,200
0.000319684,-129.497,80935.7,9.52828e+06,200
0.000319879,-130.749,81718.3,9.52828e+06,200
0.000320074,-128.568,80354.7,9.52828e+06,200
0.00032027,-122.736,76709.7,9.52828e+06,200
0.000320465,-113.485,70927.9,9.52828e+06,200
0.00032066,-101.249,63280.5,9.52828e+06,200
0.000320855,-86.5935,54120.9,9.52828e+06,200
0.000321051,-70.1643,43852.7,9.52828e+06,200
0.000321246,-52.8455,33028.5,9.52828e+06,200
0.000321441,-35.6589,22286.8,9.52828e+06,200
0.000321637,-20.6975,12935.9,9.52828e+06,200
0.000321832,-10.877,6798.1,9.52828e+06,200
0.000322027,-8.15254,5095.33,9.52828e+06,200
0.000322223,-12.7476,7967.25,9.52828e+06,200
0.000322418,-23.7567,14848,9.52828e+06,200
0.000322613,-39.0848,24428,9.52828e+06,200
0.000322808,-55.6817,34801.1,9.52828e+06,200
0.000323004,-71.3485,44592.8,9.52828e+06,200
0.000323199,-85.3377,53336,9.52828e+06,200
0.000323394,-97.1685,60730.3,9.52828e+06,200
0.00032359,-106.516,66572.6,9.52828e+06,200
0.000323785,-113.403,70876.8,9.52828e+06,200
0.00032398,-118.329,73955.5,9.52828e+06,200
0.000324175,-121.65,76031.2,9.52828e+06,200
0.000324371,-123.619,77261.6,9.52828e+06,200
0.000324566,-124.255,77659.3,9.52828e+06,200
0.000324761,-123.111,76944.1,9.52828e+06,200
0.000324957,-119.492,74682.5,9.52828e+06,200
0.000325152,-112.718,70448.6,9.52828e+06,200
0.000325347,-102.619,64137.1,9.52828e+06,200
0.000325542,-89.5746,55984.1,9.52828e+06,200
0.000325738,-74.2233,46389.5,9.52828e+06,200
0.000325933,-57.3261,35828.8,9.52828e+06,200
0.000326128,-39.8298,24893.6,9.52828e+06,200
0.000326324,-23.1371,14460.7,9.52828e+06,200
0.000326519,-9.76678,6104.24,9.52828e+06,200
0.000326714,-2.47096,1544.35,9.52828e+06,200
0.000326909,-2.6616,1663.5,9.52828e+06,200
0.000327105,-10.2288,6393,9.52828e+06,200
0.0003273,-24.1034,15064.6,9.52828e+06,200
0.000327495,-41.788,26117.5,9.52828e+06,200
0.000327691,-60.112,37570,9.52828e+06,200
0.000327886,-77.3254,48328.4,9.52828e+06,200
0.000328081,-92.6602,57912.6,9.52828e+06,200
0.000328276,-105.518,65948.6,9.52828e+06,200
0.000328472,-115.488,72180.2,9.52828e+06,200
0.000328667,-122.445,76528.4,9.52828e+06,200
0.000328862,-126.555,79097,9.52828e+06,200
0.000329058,-128.09,80056.5,9.52828e+06,200
0.000329253,-127.5,79687.6,9.52828e+06,200
0.000329448,-125.148,78217.5,9.52828e+06,200
0.000329643,-121.065,75665.5,9.52828e+06,200
0.000329839,-115.164,71977.2,9.52828e+06,200
0.000330034,-106.905,66815.5,9.52828e+06,200
0.000330229,-95.781,59863.1,9.52828e+06,200
0.000330425,-81.8824,51176.5,9.52828e+06,200
0.00033062,-65.6542,41033.9,9.52828e+06,200
0.000330815,-47.8412,29900.7,9.52828e+06,200
0.00033101,-29.5519,18469.9,9.52828e+06,200
0.000331206,-12.8657,8041.08,9.52828e+06,200
0.000331401,-0.381777,238.61,9.52828e+06,200
0.000331596,5.42104,3388.15,9.52828e+06,200
0.000331792,3.25376,2033.6,9.52828e+06,200
0.000331987,-6.52598,4078.74,9.52828e+06,200
0.000332182,-22.3935,13996,9.52828e+06,200
0.000332377,-41.63,26018.7,9.52828e+06,200
0.000332573,-61.3819,38363.7,9.52828e+06,200
0.000332768,-80.1115,50069.7,9.52828e+06,200
0.000332963,-96.8281,60517.5,9.52828e+06,200
0.000333159,-110.782,69238.5,9.52828e+06,200
0.000333354,-121.665,76040.8,9.52828e+06,200
0.000333549,-129.381,80863.2,9.52828e+06,200
0.000333744,-133.863,83664.4,9.52828e+06,200
0.00033394,-135.176,84485.3,9.52828e+06,200
0.000334135,-133.545,83465.8,9.52828e+06,200
0.00033433,-129.255,80784.3,9.52828e+06,200
0.000334526,-122.706,76691.1,9.52828e+06,200
0.000334721,-114.178,71361,9.52828e+06,200
0.000334916,-103.712,64819.8,9.52828e+06,200
0.000335111,-91.0921,56932.6,9.52828e+06,200
0.000335307,-76.2117,47632.3,9.52828e+06,200
0.000335502,-59.2534,37033.4,9.52828e+06,200
0.000335697,-40.7561,25472.5,9.52828e+06,200
0.000335893,-22.3018,13938.6,9.52828e+06,200
0.000336088,-6.2467,3904.19,9.52828e+06,200
0.000336283,5.04588,3153.68,9.52828e+06,200
0.000336478,9.6055,6003.44,9.52828e+06,200
0.000336674,6.36371,3977.32,9.52828e+06,200
0.000336869,-4.24554,2653.46,9.52828e+06,200
0.000337064,-20.6067,12879.2,9.52828e+06,200
0.00033726,-40.2831,25176.9,9.52828e+06,200
0.000337455,-60.806,38003.7,9.52828e+06,200
0.00033765,-80.4677,50292.3,9.52828e+06,200
0.000337845,-98.0993,61312,9.52828e+06,200
