kind,id,classe,nfac,area_mm2,rmin_mm,rmax_mm,length_mm,zmin_mm,zmax_mm,n_er,n_z,orient,azimut_deg
component,0,noyau,1697,15756.7313,0.3163,41.0480,40.7317,0.0000,36.1371,0.4446,0.4576,conique,152.3
component,1,peripherique,1,3.9310,8.2364,10.3643,2.1279,0.0000,3.0862,0.5387,0.0020,conique,68.3
component,2,peripherique,1,25.7660,15.2051,21.4566,6.2515,17.3378,25.6755,0.2060,0.2034,radiale,-47.9
arm,0,bras,1082,11904.4971,2.3150,41.0480,38.7330,0.0000,36.1371,0.4152,0.4650,conique,147.3
