kind,id,classe,nfac,area_mm2,rmin_mm,rmax_mm,length_mm,zmin_mm,zmax_mm,n_er,n_z,orient,azimut_deg
component,45,peripherique,1,1.0230,8.6612,10.1067,1.4455,6.1655,6.4827,0.1263,0.9771,horizontale,-106.7
component,46,peripherique,1,1.6033,7.9118,9.9090,1.9972,6.9351,8.5254,0.2465,0.3790,radiale,-102.1
component,47,peripherique,1,1.3966,9.5497,11.5492,1.9996,5.7401,7.0416,0.0266,0.3814,radiale,-36.7
component,48,peripherique,1,0.6533,9.0089,10.2235,1.2146,4.4131,5.0952,0.3797,0.6825,horizontale,-167.1
component,49,peripherique,1,0.9512,7.7183,9.1627,1.4444,6.3741,7.6326,0.0582,0.4903,radiale,-44.8
component,50,peripherique,1,0.6441,7.1573,8.1471,0.9897,5.8675,6.6567,0.3234,0.7897,horizontale,-82.2
component,51,peripherique,1,1.0576,7.5307,9.5348,2.0041,2.4111,2.5571,0.0738,0.9965,horizontale,-156.4
component,52,peripherique,1,0.5428,8.3112,9.3625,1.0513,6.1655,6.9005,0.0278,0.7443,horizontale,107.7
component,53,peripherique,1,0.6194,8.5296,9.9688,1.4392,3.3444,3.6016,0.1639,0.9831,horizontale,-69.6
component,54,peripherique,1,1.0825,7.8119,9.4781,1.6662,4.6849,5.0550,0.0976,0.9744,horizontale,35.8
component,55,peripherique,1,0.5841,8.5002,9.5855,1.0853,4.8786,5.9230,0.4000,0.0235,conique,57.7
component,56,peripherique,1,0.7226,6.6906,7.9469,1.2563,6.1168,6.9100,0.4435,0.7022,horizontale,-59.0
component,57,centrale,1,2.2127,4.4618,6.3796,1.9178,11.1539,13.5237,0.4300,0.3101,conique,-115.3
component,58,peripherique,1,0.4761,7.1736,7.9969,0.8233,8.4886,8.9226,0.5913,0.7238,horizontale,-98.3
component,59,peripherique,1,4.1696,10.4328,12.4001,1.9673,13.1476,15.3656,0.7587,0.6301,horizontale,-177.8
arm,0,bras,2214,2699.1311,4.7779,24.9874,20.2096,0.0000,29.3035,0.3867,0.4474,conique,134.2
arm,1,bras,53,74.4374,5.3265,20.0917,14.7652,0.0000,7.6746,0.2390,0.3492,radiale,-30.2
arm,2,bras,6,5.0044,5.5470,9.0757,3.5288,0.0000,1.7479,0.2116,0.5042,radiale,49.2
arm,3,bras,5,4.1662,5.5470,7.7179,2.1710,0.9680,2.2372,0.1858,0.9059,horizontale,68.1
arm,4,bras,4,2.7711,5.6501,7.2314,1.5814,0.0000,1.0684,0.3963,0.6625,horizontale,-83.0
arm,5,bras,4,2.3263,5.9274,7.3859,1.4585,0.8753,1.9365,0.2515,0.8667,horizontale,-155.9
arm,6,bras,3,9.3383,5.2929,7.9484,2.6555,10.8328,14.2016,0.7284,0.4320,conique,46.0
arm,7,bras,3,10.1718,6.2448,8.2330,1.9882,11.4074,15.6201,0.3672,0.3317,conique,-135.2
arm,8,bras,2,1.2174,5.5861,7.0868,1.5007,0.0000,1.0383,0.4950,0.3466,conique,-25.0
arm,9,bras,2,5.7989,5.1453,7.3074,2.1621,10.8583,14.4064,0.1435,0.5025,radiale,-69.5
arm,10,bras,2,2.0147,5.5938,8.0952,2.5014,9.2045,10.2775,0.1943,0.7561,horizontale,32.6
arm,11,bras,2,1.9509,5.7035,7.1596,1.4561,9.3006,11.6052,0.0875,0.3414,radiale,17.0
arm,12,bras,2,1.0421,5.9592,6.9467,0.9875,7.9421,9.5139,0.2565,0.6074,horizontale,68.0
arm,13,bras,2,1.6072,5.8107,6.2475,0.4368,9.2788,11.0652,0.9697,0.0727,conique,76.2
arm,14,bras,2,1.8385,6.0340,7.7694,1.7355,0.9842,1.4728,0.0845,0.9445,horizontale,-130.9
arm,15,bras,1,0.5844,5.9114,6.1680,0.2565,0.0000,1.0383,0.9777,0.2098,conique,-30.3
arm,16,bras,1,0.5707,5.6146,6.8587,1.2440,0.0000,0.8548,0.4455,0.5296,conique,-135.3
arm,17,bras,1,0.8963,5.4931,6.4812,0.9881,0.0000,1.6080,0.0470,0.4547,radiale,115.8
arm,18,bras,1,0.6436,6.0631,7.0274,0.9643,0.0000,1.2154,0.1675,0.3678,radiale,160.4
arm,19,bras,1,1.0068,5.7851,7.6984,1.9133,8.7969,9.3915,0.0777,0.9115,horizontale,-38.2
arm,20,bras,1,6.1828,5.7618,8.6046,2.8428,26.2278,29.8999,0.7377,0.4257,conique,-41.0
arm,21,bras,1,1.0125,5.8224,6.6379,0.8155,9.7182,11.4457,0.6692,0.3441,conique,106.1
arm,22,bras,1,1.1329,5.8107,7.2494,1.4388,10.9938,11.9791,0.6003,0.7940,horizontale,57.7
arm,23,bras,1,2.7256,5.8107,6.9120,1.1013,11.0652,13.7833,0.9073,0.2873,conique,68.0
arm,24,bras,1,2.5680,5.2514,6.9120,1.6606,10.5294,13.2593,0.5240,0.0723,conique,80.9
arm,25,bras,1,0.9130,5.2011,6.6921,1.4910,6.3794,7.5437,0.2603,0.8189,horizontale,161.8
arm,26,bras,1,1.1192,4.9861,6.5864,1.6003,0.9797,1.6080,0.3515,0.9236,horizontale,-10.6
arm,27,bras,1,0.5113,5.4876,6.4381,0.9506,1.6080,2.4868,0.5082,0.6043,horizontale,109.7
arm,28,bras,1,0.8217,6.3230,7.4358,1.1127,3.5060,4.9348,0.0648,0.4179,radiale,27.4
arm,29,bras,1,3.1008,4.8526,7.0154,2.1628,11.6596,14.3753,0.5299,0.1019,conique,-95.9
arm,30,bras,1,0.9999,5.2032,6.6229,1.4197,1.6080,2.4573,0.3886,0.7155,horizontale,-78.8
arm,31,bras,1,0.8309,5.9592,6.4824,0.5232,8.4657,9.7868,0.9142,0.3363,conique,59.5
arm,32,bras,1,0.5581,5.8224,7.4384,1.6160,9.2980,9.8051,0.3301,0.6089,horizontale,102.5
