t,toolFx,toolFy,toolFz,toolX,toolY,toolZ,toolVx,toolVy,toolVz,work,toolKE,nBroken,nFrag,detachedVol,specificEnergy,z_bit,vz_bit,z_piston,vz_piston,z_insert,vz_insert,szz_bit,Fc_rock_insert_x,Fc_rock_insert_y,Fc_rock_insert_z,Fc_piston_bit_x,Fc_piston_bit_y,Fc_piston_bit_z,Fc_plate_bit_x,Fc_plate_bit_y,Fc_plate_bit_z,eEl,eJnt,eGc,eFric,eCund,eLys
0,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,0,0.544906,-10.66,0.162594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.48476e-07,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-1.45655e-06,0.544905,-10.66,0.162594,-1.45655e-06,-7.10743e-05,0,0,0,0,0,0,0,0,0,-7.51864e-16,-3.87697e-14,0,0,0,0
2.96953e-07,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-2.91311e-06,0.544903,-10.66,0.162594,-2.91311e-06,-2.57456e-05,0,0,0,0,0,0,0,0,0,-1.44619e-14,-4.18356e-13,0,0,0,0
4.45429e-07,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-4.36966e-06,0.544902,-10.66,0.162594,-4.36966e-06,1.60797e-05,0,0,0,0,0,0,0,0,0,-9.01394e-14,-1.29241e-12,0,0,0,0
5.93906e-07,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-5.82621e-06,0.5449,-10.66,0.162594,-5.82621e-06,-0.0001976,0,0,0,0,0,0,0,0,0,-3.38627e-13,-2.48935e-12,0,0,0,0
7.42382e-07,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-7.28277e-06,0.544898,-10.66,0.162594,-7.28277e-06,-3.13973e-05,0,0,0,0,0,0,0,0,0,-9.32489e-13,-3.7778e-12,0,0,0,0
8.90858e-07,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-8.73932e-06,0.544897,-10.66,0.162594,-8.73932e-06,-4.51848e-05,0,0,0,0,0,0,0,0,0,-2.07782e-12,-5.01349e-12,0,0,0,0
1.03933e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-1.01959e-05,0.544895,-10.66,0.162594,-1.01959e-05,4.37069e-06,0,0,0,0,0,0,0,0,0,-3.97632e-12,-6.09296e-12,0,0,0,0
1.18781e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-1.16524e-05,0.544894,-10.66,0.162594,-1.16524e-05,-4.37632e-05,0,0,0,0,0,0,0,0,0,-6.80346e-12,-6.91948e-12,0,0,0,0
1.33629e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-1.3109e-05,0.544892,-10.66,0.162594,-1.3109e-05,-6.60219e-06,0,0,0,0,0,0,0,0,0,-1.07287e-11,-7.46311e-12,0,0,0,0
1.48476e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-1.45655e-05,0.54489,-10.66,0.162594,-1.45655e-05,6.12352e-05,0,0,0,0,0,0,0,0,0,-1.597e-11,-7.76828e-12,0,0,0,0
1.63324e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-1.60221e-05,0.544889,-10.66,0.162594,-1.60221e-05,9.49522e-05,0,0,0,0,0,0,0,0,0,-2.28282e-11,-7.92608e-12,0,0,0,0
1.78172e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-1.74786e-05,0.544887,-10.66,0.162594,-1.74786e-05,-5.31443e-05,0,0,0,0,0,0,0,0,0,-3.1659e-11,-8.04234e-12,0,0,0,0
1.93019e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-0.00135572,0.544886,-10.6584,0.162594,-1.89352e-05,8.25356e-06,0,0,0,0.399324,-0.171533,-64894.4,0,0,0,-2.4631e-07,-8.2253e-12,-0.0181405,-1.85226e-09,0,0
2.07867e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-0.0187155,0.544884,-10.6373,0.162594,-2.03917e-05,3.38432e-05,0,0,0,2.56226,-0.60259,-220525,0,0,0,-0.000720312,-8.58351e-12,-0.213705,-1.12549e-07,0,0
2.22715e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-0.0500091,0.544883,-10.5992,0.162594,-2.18483e-05,-7.26553e-05,0,0,0,4.42586,15.08,-300371,0,0,0,-0.0147887,-9.22819e-12,-0.391701,-8.91342e-07,0,0
2.37562e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-0.0842554,0.544881,-10.5575,0.162594,-2.33049e-05,-2.00385e-05,0,0,0,-14.134,59.457,-277650,0,0,0,-0.0785018,-1.02674e-11,-0.370499,-1.39995e-05,0,0
2.5241e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293276,-0.111679,0.544879,-10.5241,0.162594,-2.47614e-05,-1.39389e-05,0,0,0,21.2303,128.501,-198815,0,0,0,-0.210479,-1.17978e-11,-0.234521,-0.000100749,0,0
2.67257e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.12901,0.544878,-10.503,0.162594,-2.6218e-05,0.000110608,0,0,0,87.6077,-16.9556,-112875,0,0,0,-0.38315,-1.39019e-11,-0.111586,-0.000266968,0,0
2.82105e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.138201,0.544876,-10.4918,0.162594,-2.76745e-05,-8.99542e-05,0,0,0,72.1666,-1.99111,-51755.5,0,0,0,-0.563924,-1.6629e-11,-0.0392527,-0.00044095,0,0
2.96953e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.142179,0.544875,-10.4869,0.162594,-2.91311e-05,0.000188578,0,0,0,186.343,69.3536,-20573.6,0,0,0,-0.73367,-1.99796e-11,-0.0107076,-0.000582647,0,0
3.118e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.143662,0.544873,-10.4851,0.162594,-3.05876e-05,7.70012e-05,0,0,0,57.6792,-14.5718,-8068.76,0,0,0,-0.877059,-2.38908e-11,-0.00334121,-0.000705276,0,0
3.26648e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.144595,0.544872,-10.484,0.162594,-3.20442e-05,0.000137479,0,0,0,264.079,-117.357,-10717,0,0,0,-0.986347,-2.82448e-11,-0.006469,-0.00118735,0,0
3.41496e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.147153,0.54487,-10.4809,0.162594,-3.35007e-05,-7.31765e-05,0,0,0,443.32,-103.264,-36896.5,0,0,0,-1.06381,-3.29083e-11,-0.0278063,-0.00281856,0,0
3.56343e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.15353,0.544869,-10.4731,0.162594,-3.49573e-05,8.32426e-06,0,0,0,785.425,-540.888,-75027.2,0,0,0,-1.11478,-3.77709e-11,-0.0757347,-0.00595468,0,0
3.71191e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.164218,0.544867,-10.4601,0.162594,-3.64138e-05,-0.00011745,0,0,0,1067.92,-1182.42,-111226,0,0,0,-1.14565,-4.27913e-11,-0.126429,-0.00970755,0,0
3.86039e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.178672,0.544865,-10.4425,0.162594,-3.78704e-05,-5.46483e-05,0,0,0,1028.48,-1648.22,-134595,0,0,0,-1.17584,-4.80009e-11,-0.153931,-0.0128339,0,0
4.00886e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.195239,0.544864,-10.4224,0.162594,-3.93269e-05,-3.42008e-05,0,0,0,571.027,-1675.92,-150093,0,0,0,-1.22595,-5.34623e-11,-0.156842,-0.0145038,0,0
4.15734e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.213361,0.544862,-10.4003,0.162594,-4.07835e-05,-1.27477e-05,0,0,0,-13.6938,-1802.33,-158849,0,0,0,-1.29724,-5.92429e-11,-0.16213,-0.0142584,0,0
4.30581e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.232233,0.544861,-10.3773,0.162594,-4.224e-05,5.8311e-05,0,0,0,-412.148,-2207.65,-161847,0,0,0,-1.37641,-6.54011e-11,-0.18437,-0.013714,0,0
4.45429e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.251441,0.544859,-10.3539,0.162594,-4.36966e-05,-5.90613e-05,0,0,0,-876.596,-1305.26,-169373,0,0,0,-1.45507,-7.19937e-11,-0.218798,-0.012904,0,0
4.60277e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.271193,0.544858,-10.3299,0.162594,-4.51532e-05,5.46078e-05,0,0,0,-1367.03,-330.081,-174138,0,0,0,-1.5397,-7.9081e-11,-0.240079,-0.0129082,0,0
4.75124e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.291016,0.544856,-10.3058,0.162594,-4.66097e-05,-3.43876e-05,0,0,0,-1942.23,230.859,-170208,0,0,0,-1.64132,-8.67382e-11,-0.231081,-0.0141952,0,0
4.89972e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.309789,0.544855,-10.2829,0.162594,-4.80663e-05,7.72269e-06,0,0,0,-2180.25,375.209,-153188,0,0,0,-1.75512,-9.50477e-11,-0.192449,-0.0162549,0,0
5.0482e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.326158,0.544853,-10.263,0.162594,-4.95228e-05,-4.5185e-05,0,0,0,-1734.48,284.736,-131107,0,0,0,-1.86445,-1.04078e-10,-0.139768,-0.0178605,0,0
5.19667e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.339845,0.544852,-10.2463,0.162594,-5.09794e-05,0.000240846,0,0,0,-934.948,-775.971,-107612,0,0,0,-1.9691,-1.1387e-10,-0.103026,-0.0185376,0,0
5.34515e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.351239,0.54485,-10.2324,0.162594,-5.24359e-05,-3.07507e-05,0,0,0,-460.789,-1138.34,-93121.2,0,0,0,-2.0884,-1.24439e-10,-0.0956705,-0.0186077,0,0
5.49363e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.361799,0.544849,-10.2196,0.162594,-5.38925e-05,-9.1824e-05,0,0,0,178.057,-815.05,-94079.4,0,0,0,-2.2275,-1.35779e-10,-0.0986164,-0.0187716,0,0
5.6421e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.372644,0.544847,-10.2064,0.162594,-5.5349e-05,-9.03022e-05,0,0,0,255.021,-530.682,-95791.5,0,0,0,-2.36448,-1.47851e-10,-0.101895,-0.0191946,0,0
5.79058e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.383711,0.544846,-10.1929,0.162594,-5.68056e-05,-0.000125912,0,0,0,-41.4143,-301.195,-91328.6,0,0,0,-2.47639,-1.6059e-10,-0.100793,-0.0201006,0,0
5.93906e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.393909,0.544844,-10.1805,0.162594,-5.82621e-05,-0.000320489,0,0,0,-546.461,158.84,-82871.2,0,0,0,-2.56203,-1.73941e-10,-0.0923636,-0.0214116,0,0
6.08753e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.403095,0.544842,-10.1693,0.162594,-5.97187e-05,-0.000181788,0,0,0,-1194.88,1.9306,-76870.3,0,0,0,-2.63882,-1.87893e-10,-0.0839521,-0.0224292,0,0
6.23601e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.411856,0.544841,-10.1587,0.162594,-6.11752e-05,-0.00023007,0,0,0,-2722.53,-471.853,-77124.6,0,0,0,-2.72073,-2.02483e-10,-0.0880637,-0.0236987,0,0
6.38448e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293275,-0.421975,0.544839,-10.1463,0.162594,-6.26318e-05,-0.000574938,0,0,0,-3913.18,-667.374,-99565.9,0,0,0,-2.80726,-2.17769e-10,-0.106207,-0.0256289,0,0
6.53296e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.434422,0.544838,-10.1312,0.162594,-6.40883e-05,-0.000792404,0,0,0,-4424.5,-854.186,-113497,0,0,0,-2.90024,-2.33808e-10,-0.136806,-0.0278202,0,0
6.68144e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.448153,0.544836,-10.1145,0.162594,-6.55449e-05,-0.00136455,0,0,0,-3706.46,-366.099,-121283,0,0,0,-3.00551,-2.50636e-10,-0.175475,-0.0290995,0,0
6.82991e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.462655,0.544835,-10.0968,0.162594,-6.70015e-05,-0.00217738,0,0,0,-2438.82,352.015,-131204,0,0,0,-3.12085,-2.68281e-10,-0.212105,-0.029329,0,0
6.97839e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.478508,0.544833,-10.0775,0.162594,-6.8458e-05,-0.00359025,0,0,0,-1866.19,316.401,-143815,0,0,0,-3.23621,-2.86771e-10,-0.231773,-0.0296672,0,0
7.12687e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.495344,0.544832,-10.057,0.162594,-6.99146e-05,-0.00604585,0,0,0,-1252.87,25.9949,-148118,0,0,0,-3.34202,-3.06147e-10,-0.221842,-0.0302234,0,0
7.27534e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.511357,0.54483,-10.0375,0.162594,-7.13711e-05,-0.00997079,0,0,0,-726.464,-248.762,-131463,0,0,0,-3.43861,-3.26434e-10,-0.175421,-0.0304564,0,0
7.42382e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.524931,0.544829,-10.021,0.162594,-7.28277e-05,-0.0161357,0,0,0,112.585,-308.222,-105728,0,0,0,-3.54424,-3.47627e-10,-0.11539,-0.0306983,0,0
7.5723e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.535956,0.544828,-10.0076,0.162594,-7.42842e-05,-0.0252384,0,0,0,935.747,48.2933,-88552.8,0,0,0,-3.6774,-3.69706e-10,-0.0833945,-0.0319881,0,0
7.72077e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.54554,0.544826,-9.99591,0.162594,-7.57408e-05,-0.039388,0,0,0,1612.58,101.987,-81604.5,0,0,0,-3.82639,-3.9267e-10,-0.0929867,-0.0342018,0,0
7.86925e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.555391,0.544825,-9.98392,0.162594,-7.71973e-05,-0.0603565,0,0,0,1936.1,-78.9562,-88903.3,0,0,0,-3.95746,-4.16538e-10,-0.107822,-0.0364121,0,0
8.01772e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.565873,0.544823,-9.97116,0.162594,-7.86539e-05,-0.0920439,0,0,0,1698.7,-575.268,-93318.7,0,0,0,-4.05728,-4.4133e-10,-0.114031,-0.038417,0,0
8.1662e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.576592,0.544822,-9.95811,0.162594,-8.01104e-05,-0.138538,0,0,0,806.766,-639.828,-90134.6,0,0,0,-4.13809,-4.67053e-10,-0.117013,-0.0396877,0,0
8.31468e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293274,-0.587072,0.54482,-9.94536,0.162594,-8.1567e-05,-0.206389,0,0,0,629.368,-382.746,-88856,0,0,0,-4.20891,-4.93711e-10,-0.111534,-0.0403484,0,0
8.46315e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293273,-0.597168,0.544819,-9.93307,0.162594,-8.30235e-05,-0.304748,0,0,0,915.195,-421.085,-87310.2,0,0,0,-4.2689,-5.21298e-10,-0.104204,-0.0406714,0,0
8.61163e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293273,-0.608,0.544817,-9.91988,0.162594,-8.44801e-05,-0.445782,0,0,0,1175.64,-752.641,-103153,0,0,0,-4.32057,-5.49813e-10,-0.115032,-0.0411222,0,0
8.76011e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293273,-0.621852,0.544816,-9.90302,0.162594,-8.59366e-05,-0.646052,0,0,0,1054.07,-955.769,-138077,0,0,0,-4.37457,-5.79278e-10,-0.159097,-0.041952,0,0
8.90858e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293273,-0.639687,0.544814,-9.8813,0.162594,-8.73932e-05,-0.928874,0,0,0,1104.52,-560.257,-169117,0,0,0,-4.43946,-6.09759e-10,-0.225097,-0.0430762,0,0
9.05706e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293273,-0.660516,0.544813,-9.85595,0.162594,-8.88497e-05,-1.32486,0,0,0,1591.85,80.3558,-188320,0,0,0,-4.51086,-6.41319e-10,-0.275069,-0.0441639,0,0
9.20554e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293273,-0.682065,0.544811,-9.82971,0.162594,-9.03063e-05,-1.8753,0,0,0,2418.52,532.56,-184625,0,0,0,-4.58477,-6.73981e-10,-0.280055,-0.0452466,0,0
9.35401e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293273,-0.70238,0.54481,-9.80498,0.162594,-9.17629e-05,-2.63601,0,0,0,2443.12,-65.5301,-164196,0,0,0,-4.67602,-7.07742e-10,-0.252296,-0.0469729,0,0
9.50249e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293273,-0.720411,0.544808,-9.78303,0.162594,-9.32194e-05,-3.68031,0,0,0,2653.76,-1384.74,-143438,0,0,0,-4.80427,-7.42598e-10,-0.218249,-0.0491395,0,0
9.65096e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293273,-0.73554,0.544807,-9.76461,0.162594,-9.4676e-05,-5.10506,0,0,0,2695.52,-2101.95,-119770,0,0,0,-4.95914,-7.78561e-10,-0.175954,-0.0517576,0,0
9.79944e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293273,-0.747431,0.544805,-9.75013,0.162594,-9.61325e-05,-7.03807,0,0,0,3195.69,-1801.64,-89026.7,0,0,0,-5.10788,-8.15648e-10,-0.129029,-0.0539118,0,0
9.94792e-06,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293272,-0.756344,0.544804,-9.73928,0.162594,-9.75891e-05,-9.64632,0,0,0,3783.84,-768.571,-67569.7,0,0,0,-5.23459,-8.53877e-10,-0.110171,-0.0550282,0,0
1.00964e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293272,-0.764089,0.544803,-9.72986,0.162594,-9.90456e-05,-13.1476,0,0,0,4021.79,279.255,-72062.7,0,0,0,-5.34083,-8.93268e-10,-0.124006,-0.0556632,0,0
1.02449e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293272,-0.773644,0.544801,-9.71823,0.162594,-0.000100502,-17.8248,0,0,0,4207.82,541.993,-95896.4,0,0,0,-5.42749,-9.33851e-10,-0.151238,-0.0565648,0,0
1.03933e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293272,-0.785979,0.5448,-9.70321,0.162594,-0.000101959,-24.0425,0,0,0,3831.53,695.664,-117584,0,0,0,-5.49571,-9.7565e-10,-0.179793,-0.0581854,0,0
1.05418e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293272,-0.800532,0.544798,-9.68549,0.162594,-0.000103415,-32.2717,0,0,0,3077.63,773.614,-132047,0,0,0,-5.55271,-1.01866e-09,-0.194077,-0.0606491,0,0
1.06903e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293272,-0.816683,0.544797,-9.66583,0.162594,-0.000104872,-43.1158,0,0,0,2141.43,690.057,-145397,0,0,0,-5.61418,-1.06287e-09,-0.194985,-0.0631124,0,0
1.08388e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293272,-0.834193,0.544795,-9.64451,0.162594,-0.000106328,-57.3457,0,0,0,1466.02,586.144,-156572,0,0,0,-5.6991,-1.10828e-09,-0.207982,-0.0647463,0,0
1.09873e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293272,-0.852683,0.544794,-9.622,0.162594,-0.000107785,-75.9439,0,0,0,1492.74,1140.14,-162168,0,0,0,-5.80752,-1.15492e-09,-0.242557,-0.0653638,0,0
1.11357e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293271,-0.872198,0.544793,-9.59825,0.162594,-0.000109241,-100.157,0,0,0,1526.43,981.919,-173663,0,0,0,-5.91162,-1.20282e-09,-0.273845,-0.065344,0,0
1.12842e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293271,-0.892625,0.544791,-9.57338,0.162594,-0.000110698,-131.562,0,0,0,1728.03,951.342,-180088,0,0,0,-5.99235,-1.25201e-09,-0.287745,-0.0649141,0,0
1.14327e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293271,-0.913315,0.54479,-9.54819,0.162594,-0.000112155,-172.145,0,0,0,1914.38,1039.22,-181172,0,0,0,-6.06375,-1.30252e-09,-0.293197,-0.0644939,0,0
1.15812e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293271,-0.934156,0.544788,-9.52281,0.162594,-0.000113611,-224.404,0,0,0,2162.6,1457.12,-181813,0,0,0,-6.14571,-1.35435e-09,-0.288154,-0.0648539,0,0
1.17296e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293271,-0.955083,0.544787,-9.49734,0.162594,-0.000115068,-291.461,0,0,0,2681.28,1819.47,-179019,0,0,0,-6.23908,-1.4075e-09,-0.267049,-0.0663219,0,0
1.18781e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293271,-0.975202,0.544785,-9.47284,0.162594,-0.000116524,-377.216,0,0,0,2754.22,1826.88,-167037,0,0,0,-6.34354,-1.46197e-09,-0.234633,-0.068766,0,0
1.20266e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293271,-0.992723,0.544784,-9.45151,0.162594,-0.000117981,-486.514,0,0,0,2036.52,1764.54,-140753,0,0,0,-6.47693,-1.51777e-09,-0.201458,-0.0718204,0,0
1.21751e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.29327,-1.00638,0.544783,-9.43488,0.162594,-0.000119437,-625.36,0,0,0,768.267,1920.03,-100794,0,0,0,-6.64381,-1.57493e-09,-0.171932,-0.0745761,0,0
1.23235e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.29327,-1.01645,0.544781,-9.42263,0.162594,-0.000120894,-801.17,0,0,0,-530.782,1581.86,-75282.7,0,0,0,-6.80586,-1.63349e-09,-0.15185,-0.076734,0,0
1.2472e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.29327,-1.0241,0.54478,-9.41332,0.162594,-0.00012235,-1023.07,0,0,0,-1654.61,1213.81,-59943.6,0,0,0,-6.91422,-1.69346e-09,-0.140888,-0.0774501,0,0
1.26205e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.29327,-1.03056,0.544778,-9.40546,0.162594,-0.000123807,-1302.26,0,0,0,-1830.53,1317.9,-54764.4,0,0,0,-6.96571,-1.75483e-09,-0.133444,-0.0771523,0,0
1.2769e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.29327,-1.03752,0.544777,-9.39699,0.162594,-0.000125264,-1652.4,0,0,0,-1419.06,1249.6,-72471.6,0,0,0,-7.00522,-1.81759e-09,-0.133613,-0.0776321,0,0
1.29174e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.29327,-1.04806,0.544776,-9.38415,0.162594,-0.00012672,-2090.18,0,0,0,-1094.34,628.91,-112024,0,0,0,-7.07464,-1.88169e-09,-0.171409,-0.0797681,0,0
1.30659e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.29327,-1.06386,0.544774,-9.36491,0.162594,-0.000128177,-2635.8,0,0,0,-1096.55,-524.74,-160416,0,0,0,-7.16923,-1.94711e-09,-0.242521,-0.0821683,0,0
1.32144e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293269,-1.08439,0.544773,-9.33993,0.162594,-0.000129633,-3313.73,0,0,0,-1156.1,-1193.34,-190954,0,0,0,-7.25921,-2.01387e-09,-0.29446,-0.0833966,0,0
1.33629e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293269,-1.10706,0.544771,-9.31232,0.162594,-0.00013109,-4153.44,0,0,0,-1003.94,-1418.2,-199587,0,0,0,-7.34023,-2.08203e-09,-0.301821,-0.0830589,0,0
1.35114e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293269,-1.12897,0.54477,-9.28564,0.162594,-0.000132546,-5190.35,0,0,0,-519.624,-1362.74,-180156,0,0,0,-7.43328,-2.15166e-09,-0.282477,-0.0822791,0,0
1.36598e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293269,-1.14887,0.544769,-9.26142,0.162594,-0.000134003,-6466.81,0,0,0,-721.97,-1619.17,-165628,0,0,0,-7.55436,-2.22284e-09,-0.258556,-0.0826705,0,0
1.38083e-05,0,0,0,1e+09,1e+09,1e+09,0,0,0,0,0,0,4,0,0,0.293269,-1.16724,0.544767,-9.23905,0.162594,-0.000135459,-8033.35,0,0,0,-1361.48,-1620.6,-151571,0,0,0,-7.70118,-2.29567e-09,-0.232004,-0.083568,0,0
